"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
5.73978072797602e-99,1.35174832921988,0.55,0.315,8.58154616639695e-95,"2","C3orf62"
2.23985839858355e-97,0.846668392025358,0.75,0.676,3.34881229172226e-93,"2","PRB1"
5.73885498768701e-97,1.17104240660032,0.625,0.405,8.58016209209085e-93,"2","PITPNC1"
7.30031277250003e-96,0.827225769486216,0.758,0.638,1.09146976261648e-91,"2","AOC1"
4.22124468699964e-95,0.606431187420343,0.814,0.787,6.31118293153316e-91,"2","FIGNL2"
7.50815846466328e-93,2.20044327809305,0.323,0.117,1.12254477205181e-88,"2","BCL10"
4.52242875862558e-91,0.564493760336834,0.84,0.809,6.76148323702111e-87,"2","NPIPA7"
4.25572859907065e-90,0.52637931502092,0.829,0.839,6.36273982847053e-86,"2","CORO7"
1.89277964169059e-89,1.21005570350137,0.629,0.472,2.82989484229161e-85,"2","PLCG2"
2.80109863148297e-88,1.27635656520236,0.565,0.362,4.18792256393019e-84,"2","CLIP1"
1.14308259218658e-87,0.799708228379259,0.744,0.674,1.70902278357816e-83,"2","MTURN"
3.26457246169893e-87,1.34838638202327,0.639,0.508,4.88086228748607e-83,"2","DHDDS"
7.20233721129938e-87,0.864552337866675,0.739,0.637,1.07682143646137e-82,"2","RYR2"
1.18938088018016e-85,0.536727443465164,0.854,0.824,1.77824335395736e-81,"2","HORMAD1"
3.5826999591219e-85,0.558980528053693,0.825,0.816,5.35649470888316e-81,"2","GOLGA8O"
3.78281948142729e-83,0.707349740757292,0.774,0.74,5.65569340668194e-79,"2","AQP9"
1.25885277610912e-81,0.646440572462253,0.789,0.743,1.88211078556075e-77,"2","GRIA1"
1.80179593275726e-81,1.19061455877304,0.585,0.41,2.69386509906537e-77,"2","EID3"
7.3178485547578e-81,0.585765862939711,0.821,0.813,1.09409153742184e-76,"2","AAAS"
2.07068020747574e-80,0.996202685238457,0.639,0.497,3.09587397819697e-76,"2","IPP"
2.54037194769564e-80,0.519766831732418,0.864,0.826,3.79811009899975e-76,"2","DNAJB7"
4.13262262909468e-78,1.07263383615424,0.626,0.48,6.17868409275945e-74,"2","FMNL2"
8.74700583529166e-78,0.540322773844246,0.814,0.79,1.30776484243446e-73,"2","SLC2A12"
9.01352409246328e-76,1.27052540127932,0.542,0.363,1.34761198706419e-71,"2","EPS15-AS1"
5.25453465881279e-75,0.698446342462389,0.745,0.701,7.856054768391e-71,"2","LINC00348"
5.75643598664694e-75,0.586246706359322,0.786,0.752,8.60644744363583e-71,"2","PKN1"
4.54619566487318e-74,1.88265189705577,0.328,0.139,6.79701713855189e-70,"2","ARMH2"
1.51747522696788e-73,1.58772437008961,0.489,0.296,2.26877721183968e-69,"2","ABHD17B"
6.14991650268529e-73,0.648723778844999,0.76,0.73,9.19474016316477e-69,"2","RRP1B"
3.99089903266652e-72,0.564694240950106,0.784,0.771,5.96679314373971e-68,"2","PAXX"
6.6857933601396e-72,1.5160962209119,0.386,0.188,9.99592965274471e-68,"2","TMPRSS6"
2.77337078506756e-71,1.1225712167012,0.596,0.451,4.14646666075451e-67,"2","TBC1D17"
1.173783884423e-70,1.19637274166001,0.518,0.334,1.75492428560082e-66,"2","SKAP2"
3.0071449583062e-70,0.835211798004992,0.684,0.607,4.4959824271636e-66,"2","STX12"
3.96469238942169e-70,1.95964550815619,0.268,0.099,5.92761159142437e-66,"2","DSC2"
4.07393971589591e-68,0.539746995039063,0.807,0.794,6.09094726923598e-64,"2","KCNK7"
4.78217820552043e-68,0.531662649401684,0.819,0.796,7.1498346350736e-64,"2","TTC23-AS1"
8.83830467383503e-68,1.02668781868752,0.629,0.488,1.32141493178508e-63,"2","PBX1-AS1"
8.55480155182104e-67,1.50002853304516,0.375,0.182,1.27902838001276e-62,"2","GTF2I-AS1"
4.7108591419751e-66,0.591275503274065,0.748,0.732,7.04320550316698e-62,"2","POLB"
1.27780776743856e-65,0.623994615158585,0.742,0.72,1.91045039309739e-61,"2","ERCC6"
2.60921125782654e-65,0.542203507731224,0.811,0.758,3.90103175157647e-61,"2","UCK1"
7.66127225674545e-65,0.639192258661659,0.732,0.69,1.14543681510601e-60,"2","VRK1"
1.27274814291296e-64,0.548416401050785,0.795,0.778,1.90288574846917e-60,"2","OSCP1"
2.47524770674181e-64,0.556199876854437,0.769,0.761,3.70074284634968e-60,"2","RASD1"
1.00811016953698e-63,0.690377607138431,0.707,0.657,1.50722551447473e-59,"2","CRELD2"
1.63214703432925e-63,1.19664612531007,0.504,0.338,2.44022303102567e-59,"2","VPS39"
2.9687680662333e-63,0.655624127282743,0.756,0.667,4.4386051358254e-59,"2","OSER1"
3.90542016261393e-63,0.548389517336939,0.775,0.765,5.83899368512408e-59,"2","CMTR1"
4.25060016750823e-63,0.886034967269615,0.645,0.54,6.35507231044156e-59,"2","ADAD1"
1.69863120920833e-62,0.555279096643201,0.772,0.762,2.53962352088738e-58,"2","GRK4"
2.59571904422169e-62,1.76425679326633,0.338,0.166,3.88085954301585e-58,"2","SMARCA2"
2.96669740478902e-61,0.570630587024973,0.765,0.742,4.43550928990007e-57,"2","NEFM"
4.30158993049841e-60,0.701963992945852,0.695,0.643,6.43130710508817e-56,"2","FAN1"
6.66285930970717e-60,1.0701040042244,0.542,0.39,9.96164095394318e-56,"2","TMTC1"
9.20527753894455e-60,0.668498295268857,0.722,0.693,1.3762810448476e-55,"2","NEXN-AS1"
1.24872672758009e-59,1.15961875668904,0.581,0.489,1.86697133040499e-55,"2","ABCA8"
1.75851633875983e-59,2.1382645698811,0.25,0.098,2.62915777807982e-55,"2","RBM15-AS1"
2.01025394007482e-59,0.692842376820182,0.682,0.626,3.00553066580587e-55,"2","ZFY"
2.44381454386446e-59,0.881134850484667,0.624,0.519,3.65374712453175e-55,"2","PLEKHA3"
3.18510981910037e-59,0.703980108998721,0.683,0.637,4.76205769053696e-55,"2","HSD11B2"
3.59823718205575e-59,0.903213530641389,0.6,0.488,5.37972441089156e-55,"2","CLGN"
4.49605416544051e-59,0.749606338192748,0.678,0.631,6.7220505827501e-55,"2","SLC26A6"
1.64045994352763e-58,0.636482149365431,0.736,0.709,2.45265166156815e-54,"2","PCDHB2"
9.51784451135527e-58,0.959946637308203,0.605,0.512,1.42301293289273e-53,"2","ITPR1"
2.26090857249318e-57,0.951465699901467,0.549,0.389,3.38028440673456e-53,"2","OXSM"
2.27017738289068e-57,0.849193218634048,0.625,0.543,3.39414220515985e-53,"2","ESCO2"
1.00937580935205e-56,0.510792097139204,0.771,0.762,1.50911777256226e-52,"2","CNGB3"
4.54657188996715e-56,0.835365473459577,0.625,0.516,6.79757963268988e-52,"2","ANK2"
5.17572570742137e-54,0.711157908940913,0.662,0.607,7.73822750516569e-50,"2","KRT19"
1.44222761431171e-53,0.511636251214816,0.766,0.757,2.15627450615744e-49,"2","DNAAF3"
2.58337515795378e-52,1.08204932441637,0.474,0.315,3.86240419865669e-48,"2","GTF3C4"
5.75104992418302e-52,0.728316502120396,0.651,0.572,8.59839474164603e-48,"2","FOXD2-AS1"
7.18868666023469e-52,0.789512875907217,0.637,0.554,1.07478054257169e-47,"2","SLC26A7"
2.86204388993085e-51,1.31538398242096,0.421,0.27,4.27904181983561e-47,"2","ATF6-DT"
5.97379450353898e-51,1.34556582300635,0.417,0.267,8.93142016224113e-47,"2","SLC2A6"
6.61716061613774e-50,0.893140589475306,0.574,0.481,9.89331683718754e-46,"2","MRPL30"
6.99333157948119e-50,0.560352275694727,0.721,0.717,1.04557300444823e-45,"2","ENPP6"
9.99964245282714e-50,0.631901107018497,0.686,0.637,1.49504654312219e-45,"2","CDKL3"
4.24526942770223e-49,0.549560644980906,0.73,0.729,6.3471023213576e-45,"2","COL6A3"
5.41385587610533e-47,0.501614452720322,0.746,0.744,8.09425592036508e-43,"2","ZMYND19"
2.40654092380442e-46,0.534624396816305,0.737,0.696,3.59801933517999e-42,"2","SPCS2"
2.53548291025705e-46,1.13647257313914,0.484,0.373,3.79080049912532e-42,"2","LRFN4"
5.22716278446985e-46,0.822654086773399,0.614,0.56,7.81513107906087e-42,"2","FNBP1L"
6.7568543868516e-45,0.580670820720952,0.721,0.698,1.01021729937818e-40,"2","TRIP13"
8.84508941291341e-45,0.588105138737339,0.699,0.691,1.32242931812468e-40,"2","CNTNAP4"
8.28791650268721e-44,0.790318115943632,0.57,0.466,1.23912639631676e-39,"2","SPCS3"
1.415748917256e-43,0.584606843856039,0.672,0.659,2.11668620618945e-39,"2","BEX4"
4.51746222975201e-43,0.607933183608055,0.667,0.647,6.75405777970223e-39,"2","COX5B"
6.05347735748618e-43,0.591981669398794,0.675,0.662,9.05055399717759e-39,"2","ADRA2C"
1.46691470675997e-42,1.18250157533699,0.44,0.312,2.19318417807684e-38,"2","LINC01431"
4.07362036817658e-42,0.689803967456567,0.636,0.609,6.09046981246081e-38,"2","BCL2L1-AS1"
4.20655540421969e-42,0.831181721232769,0.577,0.516,6.28922098484886e-38,"2","FAM3D"
2.2469301345733e-41,0.503948804559059,0.711,0.702,3.35938524420054e-37,"2","LOC105370791"
4.62212057752847e-41,0.694155628396768,0.637,0.613,6.91053247546281e-37,"2","PPP2R5C"
1.04065345399019e-40,0.510245929814309,0.708,0.717,1.55588097906073e-36,"2","LGALS9"
1.1950770724014e-40,0.532247556910346,0.713,0.72,1.78675973094733e-36,"2","SMIM2"
1.3096797018146e-40,0.847545805845951,0.566,0.485,1.95810212218301e-36,"2","ID2"
8.93263814833692e-40,0.502533975308333,0.699,0.725,1.33551872955785e-35,"2","RUNX2"
3.77263032679264e-39,0.615198903585199,0.656,0.643,5.64045960158768e-35,"2","CORO1C"
4.15286711227218e-39,0.542631078100829,0.679,0.634,6.20895161955814e-35,"2","FERMT2"
4.34672665854581e-39,0.579593012956334,0.662,0.664,6.49879102719185e-35,"2","PMPCA"
4.93148844542753e-39,0.854463972938695,0.538,0.469,7.37306837475871e-35,"2","ST8SIA2"
7.58153962676135e-39,0.514470693700909,0.691,0.69,1.13351598959709e-34,"2","KMO"
2.53006578107818e-38,1.04800186177098,0.495,0.409,3.78270134928998e-34,"2","KNTC1"
4.93058484238078e-38,0.709398494297492,0.609,0.521,7.37171739784351e-34,"2","LINC01580"
5.65391259440813e-38,1.3720210007705,0.287,0.153,8.45316471989959e-34,"2","TLNRD1"
8.72633427166701e-38,0.576356896290762,0.659,0.665,1.30467423695694e-33,"2","CERT1"
4.6656601838501e-37,0.912935498548637,0.493,0.406,6.97562854087428e-33,"2","TNNT3"
6.66156995861818e-37,0.825936263240526,0.535,0.469,9.95971324513004e-33,"2","PGM2"
1.28552368769336e-36,0.99220059821401,0.469,0.368,1.92198646547035e-32,"2","SLAIN1"
8.40679415838202e-36,0.651565691602066,0.604,0.579,1.2568997946197e-31,"2","LRRC28"
1.90651402731476e-35,0.712656460880623,0.612,0.585,2.85042912223829e-31,"2","DNMBP"
3.09578066780357e-35,0.636202482377516,0.606,0.581,4.62850167643311e-31,"2","HOXA-AS3"
6.12320498259389e-35,0.523796618108816,0.679,0.695,9.15480376947613e-31,"2","DSCAM"
1.09333466203646e-34,1.39151107892612,0.28,0.156,1.63464465321072e-30,"2","ZNF436"
2.35016328466793e-34,0.949334600585484,0.47,0.377,3.51372912690702e-30,"2","MGLL"
5.45970967999474e-34,0.689707812231057,0.583,0.543,8.16281194256014e-30,"2","IMMP2L"
6.57547255026847e-34,0.657827493318911,0.599,0.571,9.83098900990639e-30,"2","LOC101929200"
1.26473528233002e-33,0.876503005831978,0.529,0.465,1.89090572061162e-29,"2","BAD"
1.46270349174966e-33,0.902580567677985,0.477,0.372,2.18688799051492e-29,"2","PIAS1"
5.08184113946871e-33,0.532402633640654,0.666,0.658,7.59786068761967e-29,"2","LOC100287944"
6.51093506036468e-33,1.44532615307592,0.253,0.136,9.73449900875123e-29,"2","BMP1"
6.5343995274207e-33,0.967129135692805,0.43,0.312,9.7695807334467e-29,"2","TSLP"
2.00287978288943e-32,0.948203790830925,0.442,0.331,2.99450556339798e-28,"2","MAML1"
2.10143762105293e-32,1.14101634158009,0.438,0.351,3.14185938723623e-28,"2","GCC2"
2.85469986224848e-32,0.508232204359612,0.675,0.693,4.26806176404771e-28,"2","IL16"
2.99623093874857e-32,0.940995243064975,0.474,0.38,4.47966487652298e-28,"2","CDHR1"
3.50919112029355e-32,0.538326511489698,0.648,0.658,5.24659164395088e-28,"2","CYBB"
2.21054063980786e-31,0.502702912739297,0.659,0.676,3.30497931057673e-27,"2","MAFG"
3.84715360870496e-31,1.15947963156616,0.378,0.268,5.75187936037479e-27,"2","SPTY2D1"
3.9040867182407e-31,0.92966251355142,0.39,0.254,5.83700005244167e-27,"2","DRC7"
5.28295439300744e-31,1.45939561504514,0.27,0.157,7.89854511298543e-27,"2","KIAA0040"
7.00416481447806e-31,1.40813232491322,0.307,0.194,1.04719268141262e-26,"2","OR2AG2"
1.01512894542606e-30,0.8988760295344,0.533,0.478,1.51771928630651e-26,"2","EFNB2"
1.44792215545998e-30,0.903564441489626,0.455,0.366,2.16478841462821e-26,"2","EDNRB"
4.66563625635797e-30,1.45983917313169,0.266,0.156,6.97559276688081e-26,"2","GPR20"
1.26810777054011e-29,1.09031771841743,0.344,0.23,1.89594792773451e-25,"2","LINC03146"
1.60762925740939e-29,0.70365782809008,0.549,0.518,2.40356650275278e-25,"2","RPP38-DT"
2.12769993522759e-29,0.55074987796119,0.612,0.623,3.18112417315877e-25,"2","LOC124901407"
2.15919808884144e-29,0.757030427235472,0.563,0.539,3.22821706262683e-25,"2","RCN1"
2.18569201445187e-29,0.789584961262345,0.5,0.435,3.267828130807e-25,"2","MTARC2"
6.66444005752941e-29,1.42793368353842,0.256,0.146,9.96400433001222e-25,"2","LINC03017"
7.54655507999984e-29,0.637517574128989,0.585,0.575,1.12828545001078e-24,"2","CCNO"
7.98180612019738e-28,0.692013348848264,0.542,0.513,1.19335983303071e-23,"2","MAN2B1"
1.46133093588436e-27,0.521626857014869,0.635,0.648,2.18483588224071e-23,"2","AKAP19"
9.97317182163281e-27,1.26224389384394,0.273,0.166,1.49108891905232e-22,"2","HMGN3"
3.48307577644116e-26,0.748930071352012,0.528,0.494,5.20754659335717e-22,"2","NPHP1"
3.58294519454593e-26,1.15132915238301,0.298,0.192,5.35686136036562e-22,"2","AMPH"
1.33327179684813e-25,1.18796734900058,0.31,0.208,1.99337466346764e-21,"2","GALNT3"
1.84998654751805e-25,0.544587896471173,0.586,0.565,2.76591488719424e-21,"2","H2AC12"
1.21627684156777e-24,0.622049097675767,0.554,0.54,1.81845550582798e-20,"2","MMP15"
1.80298844910007e-24,0.868624765159706,0.439,0.372,2.69564803024952e-20,"2","VBP1"
1.88306397967834e-24,0.743940046385282,0.504,0.484,2.81536895601709e-20,"2","LINC02547"
3.87224572557514e-24,1.25908829105134,0.272,0.175,5.78939458430739e-20,"2","CHORDC1"
7.30500353238219e-24,0.513330465340472,0.591,0.611,1.09217107812646e-19,"2","EYA4"
2.38026297032049e-23,0.575829347381198,0.563,0.571,3.55873116692617e-19,"2","TRIDDENT"
2.68170113662061e-23,0.713105241377686,0.51,0.485,4.00941136936147e-19,"2","FAM151B"
3.14742466797149e-23,0.813925174981161,0.46,0.403,4.70571462108417e-19,"2","SLC8A1"
4.04147516181366e-23,0.55848636308476,0.58,0.588,6.04240951442761e-19,"2","CLVS2"
4.70788463675189e-23,1.04751925119988,0.405,0.339,7.03875832040775e-19,"2","C1D"
5.35967029035931e-23,1.02539383320391,0.392,0.316,8.0132430511162e-19,"2","VSNL1"
7.32427896330319e-23,0.555904819972635,0.55,0.509,1.09505294780346e-18,"2","SYDE1"
7.63213824787447e-23,0.741810928414352,0.483,0.453,1.14108098943971e-18,"2","SAMD15"
8.13647016480353e-23,0.675663409644165,0.537,0.504,1.21648365433978e-18,"2","PNRC2"
1.10657633668163e-22,0.750847304449133,0.465,0.402,1.6544422809727e-18,"2","QPCT"
1.35381173117437e-22,0.545510028975872,0.597,0.602,2.0240839192788e-18,"2","NR2F6"
2.34358569367937e-22,0.705662942068455,0.476,0.43,3.50389497062002e-18,"2","ARFGEF1-DT"
2.9373695534709e-22,0.896992619627168,0.408,0.334,4.39166121939434e-18,"2","YAF2"
3.44948724184164e-22,1.20631161117925,0.287,0.191,5.15732837527743e-18,"2","RANBP3-DT"
8.26540135744821e-22,0.638078073107668,0.531,0.516,1.23576015695208e-17,"2","CSPP1"
1.2876819094802e-21,0.504206288457371,0.6,0.616,1.92521322286385e-17,"2","PGLYRP1"
1.79642743025726e-21,0.560890253861151,0.554,0.543,2.68583865097762e-17,"2","FAM219A"
6.35854578045182e-21,0.755036487858359,0.461,0.418,9.50666179635352e-17,"2","MIA2-AS1"
7.90352008177696e-21,1.08918977054868,0.288,0.198,1.18165528742647e-16,"2","FOXO3"
1.03729420192854e-20,0.708134291823612,0.479,0.441,1.55085856130336e-16,"2","THSD7B"
1.04342996892896e-20,0.582760491169379,0.55,0.545,1.56003214654569e-16,"2","STAT5B"
1.09363976921946e-20,0.794180648493257,0.376,0.286,1.63510081896001e-16,"2","LPP"
3.75011612367119e-20,0.634079371385693,0.524,0.521,5.60679861650079e-16,"2","ZBTB11"
4.16177533564459e-20,0.740524400659329,0.459,0.415,6.22227030432223e-16,"2","SYT9"
5.34176029178788e-20,0.583633868708333,0.545,0.534,7.98646581225206e-16,"2","TBC1D14"
5.87089099399847e-20,1.24245686384364,0.269,0.184,8.77756912512711e-16,"2","ULK1"
7.76373918428095e-20,0.681302224416089,0.477,0.445,1.16075664544184e-15,"2","RBMS3-AS2"
8.94588353727118e-20,0.68201889318558,0.493,0.466,1.33749904765741e-15,"2","RHOV"
1.66867301606631e-19,0.96652191998142,0.365,0.295,2.49483302632074e-15,"2","PYCR1"
4.95211508734945e-19,0.80171991919618,0.443,0.399,7.40390726709617e-15,"2","RENO1"
7.94822659968989e-19,1.14176790529856,0.305,0.226,1.18833935891964e-14,"2","MLANA"
1.97691041243789e-18,1.0892692029716,0.339,0.252,2.95567875763589e-14,"2","SLC4A11"
2.20052489735019e-18,1.01954305196656,0.346,0.277,3.29000477402826e-14,"2","TP53"
2.88726946339463e-18,0.68212613953303,0.481,0.464,4.31675657472131e-14,"2","PGGHG"
3.20962614204898e-18,0.538159985523279,0.545,0.56,4.79871204497743e-14,"2","DCAF10"
6.54528060718018e-18,0.791774875192191,0.428,0.388,9.78584903579508e-14,"2","GCNT2"
6.56001647406392e-18,0.576595642992076,0.515,0.499,9.80788063037297e-14,"2","NBPF19"
1.00049166806099e-17,1.01978422115198,0.294,0.214,1.49583509291799e-13,"2","GPR160"
1.38174455970255e-17,0.51418323641019,0.559,0.578,2.06584629121128e-13,"2","TWIST1"
2.16899430985625e-17,0.748557011850388,0.488,0.475,3.24286339266608e-13,"2","FAM98B"
3.01506420247223e-17,0.584935597881551,0.484,0.458,4.50782248911622e-13,"2","CFAP20"
3.20897114743751e-17,0.541968999922696,0.529,0.527,4.79773276253382e-13,"2","TSNAX-DT"
4.98423948337994e-17,0.646361341266722,0.478,0.465,7.45193645160134e-13,"2","TNFSF8"
5.07944355007835e-17,0.618868473761952,0.493,0.489,7.59427605172215e-13,"2","PGAP6"
5.73023117938423e-17,0.64452420478664,0.496,0.483,8.56726863629736e-13,"2","ZNF311"
7.05439155641327e-17,0.82656281804741,0.37,0.305,1.05470208159935e-12,"2","RBAK"
1.59413541356273e-16,0.716268246461204,0.422,0.375,2.38339185681764e-12,"2","PGCKA1"
5.99627502194409e-16,0.643380219721429,0.471,0.458,8.96503078530861e-12,"2","SPOPL"
6.20267033294021e-16,1.07305200255576,0.276,0.204,9.2736124147789e-12,"2","ARFGEF1"
6.30287664204915e-16,0.678644176896167,0.471,0.461,9.42343086752769e-12,"2","LOH12CR2"
6.67844414862955e-16,1.19116970106787,0.252,0.18,9.98494184661604e-12,"2","TMEM35B"
1.15119622540336e-15,0.544472661888166,0.55,0.574,1.72115347660057e-11,"2","CD36"
1.80163105751774e-15,0.772459622841644,0.413,0.384,2.69361859409477e-11,"2","SMIM29-AS1"
2.24788233771009e-15,0.500268481874292,0.532,0.546,3.36080888311035e-11,"2","DCBLD2"
8.52053885778672e-15,0.522982251459045,0.521,0.532,1.27390576462769e-10,"2","MAB21L3"
1.0006143550252e-14,0.961545451408454,0.343,0.29,1.49601852219817e-10,"2","LINC01946"
2.8642178126869e-14,1.02671864909741,0.271,0.204,4.28229205174818e-10,"2","TPMT"
4.63920928535593e-14,0.533147262330464,0.513,0.523,6.93608180253565e-10,"2","SLC30A6-DT"
7.93622275180622e-14,0.615605411251001,0.455,0.439,1.18654466362255e-09,"2","GPR15LG"
1.59078061035657e-13,0.970157341522506,0.304,0.249,2.37837609054411e-09,"2","KDELR1"
2.2903404580588e-13,0.681256454081511,0.437,0.424,3.42428801884372e-09,"2","ODC1"
2.5126247437042e-13,0.797809648073531,0.34,0.284,3.75662525431215e-09,"2","C6orf89"
4.12197466968156e-13,1.10929289661295,0.261,0.199,6.1627643286409e-09,"2","ITGB1BP2"
5.21286458731629e-13,0.782662435699408,0.355,0.309,7.79375384449658e-09,"2","CALML4"
5.32292626245841e-13,0.509358258498395,0.523,0.558,7.95830705500156e-09,"2","TAF9"
1.00278633710092e-12,0.899384966312282,0.263,0.198,1.49926585259959e-08,"2","CLCA4-AS1"
1.23450428259451e-12,0.927110288897918,0.303,0.249,1.84570735290706e-08,"2","PDS5A"
2.30760587810258e-12,1.04577085606202,0.264,0.205,3.45010154835116e-08,"2","OGDH"
4.39857420769564e-12,0.835933525171189,0.286,0.225,6.57630829792575e-08,"2","MICU1"
6.34675287022556e-12,0.576525272526519,0.449,0.45,9.48903021627424e-08,"2","PLD1"
6.92359237131118e-12,0.829677744433806,0.296,0.24,1.03514629543473e-07,"2","LOC124903183"
8.88911069511405e-12,0.528403775712823,0.5,0.529,1.3290109400265e-07,"2","DRAM2"
1.5783560302729e-11,0.752310889768924,0.339,0.298,2.35980010086102e-07,"2","SRSF3"
1.65490836629679e-11,0.966240015606026,0.288,0.239,2.47425349845033e-07,"2","NBPF3"
1.74277781103277e-11,0.60695549419549,0.41,0.386,2.60562710527509e-07,"2","SLC25A46"
1.78940153587285e-11,0.64754284517728,0.458,0.472,2.6753342362835e-07,"2","ZNF830"
2.3578126651294e-11,0.542913209810082,0.472,0.491,3.52516571563496e-07,"2","ANAPC7"
4.64562260004609e-11,0.809592410944387,0.337,0.299,6.94567034932891e-07,"2","LINC02963"
4.66548438483281e-11,0.525330593079701,0.481,0.504,6.97536570376353e-07,"2","ZNF215"
6.15318967454646e-11,0.718832050348597,0.356,0.32,9.19963388241441e-07,"2","LINC01258"
1.11838322053836e-10,0.672899100596072,0.39,0.373,1.6720947530269e-06,"2","SLC22A4"
2.30305897378147e-10,0.747210183391572,0.36,0.333,3.44330347170067e-06,"2","SPG11"
2.59963711288405e-10,0.578134570560786,0.424,0.425,3.88671744747295e-06,"2","CD99L2"
6.36042833153915e-10,0.586642388572749,0.423,0.421,9.50947639848419e-06,"2","IL15"
6.8003650824603e-10,0.820711758327159,0.285,0.238,1.01672258347864e-05,"2","KIAA1614-AS1"
7.60245857317875e-10,0.544450514369582,0.455,0.471,1.13664358127596e-05,"2","BBS12"
9.15382827601181e-10,0.509525463231106,0.456,0.474,1.36858886554653e-05,"2","MMP24OS"
1.18173418008101e-09,0.798469430584946,0.312,0.275,1.76681077263912e-05,"2","AHCYL1"
1.29333057528428e-09,0.533365196882683,0.441,0.45,1.93365854310753e-05,"2","LOC105377797"
1.49330599897666e-09,0.564177012954253,0.446,0.463,2.23264179907e-05,"2","OARD1"
1.78754832364737e-09,0.514390517806037,0.491,0.528,2.67256349868519e-05,"2","ZNF283"
1.81243024616183e-09,0.558279318427389,0.439,0.444,2.70976446103656e-05,"2","SMIM35"
1.96775916446657e-09,0.808980733440827,0.275,0.222,2.94199672679397e-05,"2","LRRC20"
2.95762037628445e-09,0.636482215139989,0.392,0.378,4.42193822458288e-05,"2","ZKSCAN7"
3.04021558583794e-09,0.816891330709981,0.287,0.239,4.5454263223863e-05,"2","HOXA3"
3.38946258097829e-09,0.647374287076956,0.308,0.262,5.06758550482064e-05,"2","HPS6"
3.46802428443256e-09,0.711962773868437,0.364,0.338,5.18504310765512e-05,"2","MGAT4EP"
3.68642846269672e-09,0.534261150870165,0.459,0.484,5.51157919457786e-05,"2","CCDC149"
4.15092027045855e-09,0.673156591558989,0.39,0.393,6.20604089636258e-05,"2","ZNF738"
4.82475799853805e-09,0.622571943829979,0.428,0.443,7.21349568361424e-05,"2","LINC00924"
7.3245951328824e-09,0.557706846629242,0.445,0.467,0.000109510021831725,"2","LINC02811"
8.26116305605918e-09,0.63534527082841,0.378,0.355,0.000123512648851141,"2","LINC02535"
8.7688604121095e-09,0.769486158109421,0.357,0.349,0.000131103232021449,"2","RUSC2"
1.11900986364997e-08,0.500572064135868,0.453,0.465,0.000167303164714306,"2","MIR4422HG"
1.22565087143528e-08,0.699825827449736,0.33,0.304,0.000183247061788288,"2","CCDST"
1.75569433874033e-08,0.595179672130685,0.409,0.41,0.000262493860585067,"2","B3GALNT2"
1.92712342058364e-08,0.511605734269923,0.435,0.451,0.00028812422261146,"2","PKD1L3"
3.4000995406775e-08,0.686338340865968,0.363,0.357,0.000508348882326693,"2","AGR2"
4.73186209883646e-08,0.883842430087076,0.288,0.248,0.000707460702397039,"2","COQ4"
4.73558860785609e-08,0.599984541736198,0.386,0.381,0.000708017852760563,"2","FAM221B"
5.77417671867139e-08,0.593505837781678,0.419,0.438,0.00086329716120856,"2","FASTKD3"
6.92270411712751e-08,0.656181660078623,0.332,0.309,0.00103501349255173,"2","RAB5C"
9.92670077767839e-08,0.811735023810927,0.279,0.247,0.0014841410332707,"2","ATP6V1A"
1.51603355749052e-07,0.706626138843333,0.338,0.32,0.00226662177180407,"2","ULK4"
2.14059460421961e-07,0.561099922769071,0.429,0.453,0.00320040299276874,"2","EGF"
2.46913706534842e-07,0.59353626355942,0.4,0.413,0.00369160682640243,"2","RELA-DT"
3.12941822982514e-07,0.720253635551644,0.355,0.345,0.00467879319541157,"2","KIAA1143"
3.18754850485011e-07,0.543385512472552,0.395,0.4,0.00476570376960139,"2","LINC01194"
4.99177126979558e-07,0.688660514291263,0.286,0.255,0.00746319722547137,"2","FCMR"
6.9969806678743e-07,0.633054554348923,0.317,0.294,0.0104611857965389,"2","P2RY14"
8.51382478301104e-07,0.636121427026987,0.341,0.33,0.0127290194330798,"2","PPP1R10"
9.69110091625464e-07,0.530719043183686,0.39,0.392,0.0144891649798923,"2","GOLIM4"
1.4994977467055e-06,0.584832310354346,0.409,0.442,0.0224189908109939,"2","NFIL3"
2.17187893523062e-06,0.509552230314484,0.416,0.445,0.032471761960633,"2","RB1CC1"
2.56869307314905e-06,0.549454662936893,0.408,0.436,0.0384045301366514,"2","RTEL1"
2.73048223363026e-06,0.508443717902922,0.42,0.435,0.040823439875006,"2","BAIAP3"
3.12717720960058e-06,0.677786442114908,0.332,0.326,0.0467544264607382,"2","SHMT2"
3.572607853935e-06,0.560054061119264,0.396,0.417,0.0534140600241822,"2","SLC25A38"
3.67967821890005e-06,0.542569354184285,0.356,0.352,0.0550148690507746,"2","NAALAD2"
4.74435049692527e-06,0.630002849847072,0.341,0.339,0.0709327842795297,"2","HECW2"
5.91846663722155e-06,0.524868862329516,0.391,0.41,0.0884869946930995,"2","LOC124904351"
8.03322823453214e-06,0.577092466462705,0.369,0.382,0.12010479533449,"2","C17orf58"
8.83153599085764e-06,0.513874585138314,0.416,0.449,0.132040294599313,"2","CCSER1"
9.13789061799244e-06,0.672033990860461,0.3,0.284,0.136620602629605,"2","ZNF549"
1.14308560125308e-05,0.500318582621228,0.384,0.396,0.170902728243348,"2","TMEM132D-AS1"
